accuracy,fold,power,n_neighbors,weights,leaf_size
0.37254901960784315,0,2,2,uniform,30
0.3289760348583878,1,2,2,uniform,30
0.35294117647058826,2,2,2,uniform,30
0.37037037037037035,0,3,2,uniform,30
0.3311546840958606,1,3,2,uniform,30
0.355119825708061,2,3,2,uniform,30
0.37037037037037035,0,4,2,uniform,30
0.3311546840958606,1,4,2,uniform,30
0.355119825708061,2,4,2,uniform,30
0.420479302832244,0,1,5,uniform,30
0.3355119825708061,1,1,5,uniform,30
0.39651416122004357,2,1,5,uniform,30
0.41612200435729846,0,2,5,uniform,30
0.33986928104575165,1,2,5,uniform,30
0.39869281045751637,2,2,5,uniform,30
0.4139433551198257,0,3,5,uniform,30
0.33986928104575165,1,3,5,uniform,30
0.4008714596949891,2,3,5,uniform,30
0.4139433551198257,0,4,5,uniform,30
0.33986928104575165,1,4,5,uniform,30
0.4008714596949891,2,4,5,uniform,30
0.3681917211328976,0,1,10,uniform,30
0.29193899782135074,1,1,10,uniform,30
0.28322440087145967,2,1,10,uniform,30
0.37037037037037035,0,2,10,uniform,30
0.2962962962962963,1,2,10,uniform,30
0.28322440087145967,2,2,10,uniform,30
0.3681917211328976,0,3,10,uniform,30
0.29411764705882354,1,3,10,uniform,30
0.28322440087145967,2,3,10,uniform,30
0.3681917211328976,0,4,10,uniform,30
0.29411764705882354,1,4,10,uniform,30
0.28322440087145967,2,4,10,uniform,30
0.3747276688453159,0,1,15,uniform,30
0.3137254901960784,1,1,15,uniform,30
0.30501089324618735,2,1,15,uniform,30
0.37254901960784315,0,2,15,uniform,30
0.3159041394335512,1,2,15,uniform,30
0.30501089324618735,2,2,15,uniform,30
0.37254901960784315,0,3,15,uniform,30
0.3159041394335512,1,3,15,uniform,30
0.30501089324618735,2,3,15,uniform,30
0.37037037037037035,0,4,15,uniform,30
0.3159041394335512,1,4,15,uniform,30
0.30501089324618735,2,4,15,uniform,30
0.3616557734204793,0,1,20,uniform,30
0.3093681917211329,1,1,20,uniform,30
0.2984749455337691,2,1,20,uniform,30
0.3572984749455338,0,2,20,uniform,30
0.3115468409586057,1,2,20,uniform,30
0.2962962962962963,2,2,20,uniform,30
0.3572984749455338,0,3,20,uniform,30
0.3115468409586057,1,3,20,uniform,30
0.2962962962962963,2,3,20,uniform,30
0.3572984749455338,0,4,20,uniform,30
0.3115468409586057,1,4,20,uniform,30
0.2962962962962963,2,4,20,uniform,30
0.5904139433551199,0,1,1,uniform,40
0.5054466230936819,1,1,1,uniform,40
0.5490196078431373,2,1,1,uniform,40
0.5882352941176471,0,2,1,uniform,40
0.5076252723311547,1,2,1,uniform,40
0.55119825708061,2,2,1,uniform,40
0.5860566448801743,0,3,1,uniform,40
0.5076252723311547,1,3,1,uniform,40
0.55119825708061,2,3,1,uniform,40
0.5860566448801743,0,4,1,uniform,40
0.5076252723311547,1,4,1,uniform,40
0.55119825708061,2,4,1,uniform,40
0.3769063180827887,0,1,2,uniform,40
0.32461873638344224,1,1,2,uniform,40
0.35294117647058826,2,1,2,uniform,40
0.37254901960784315,0,2,2,uniform,40
0.3289760348583878,1,2,2,uniform,40
0.35294117647058826,2,2,2,uniform,40
0.37037037037037035,0,3,2,uniform,40
0.3311546840958606,1,3,2,uniform,40
0.355119825708061,2,3,2,uniform,40
0.37037037037037035,0,4,2,uniform,40
0.3311546840958606,1,4,2,uniform,40
0.355119825708061,2,4,2,uniform,40
0.420479302832244,0,1,5,uniform,40
0.3355119825708061,1,1,5,uniform,40
0.39651416122004357,2,1,5,uniform,40
0.41612200435729846,0,2,5,uniform,40
0.33986928104575165,1,2,5,uniform,40
0.39869281045751637,2,2,5,uniform,40
0.4139433551198257,0,3,5,uniform,40
0.33986928104575165,1,3,5,uniform,40
0.4008714596949891,2,3,5,uniform,40
0.4139433551198257,0,4,5,uniform,40
0.33986928104575165,1,4,5,uniform,40
0.4008714596949891,2,4,5,uniform,40
0.3681917211328976,0,1,10,uniform,40
0.29193899782135074,1,1,10,uniform,40
0.28322440087145967,2,1,10,uniform,40
0.37037037037037035,0,2,10,uniform,40
0.2962962962962963,1,2,10,uniform,40
0.28322440087145967,2,2,10,uniform,40
0.3681917211328976,0,3,10,uniform,40
0.29411764705882354,1,3,10,uniform,40
0.28322440087145967,2,3,10,uniform,40
0.3681917211328976,0,4,10,uniform,40
0.29411764705882354,1,4,10,uniform,40
0.28322440087145967,2,4,10,uniform,40
0.3747276688453159,0,1,15,uniform,40
0.3137254901960784,1,1,15,uniform,40
0.30501089324618735,2,1,15,uniform,40
0.37254901960784315,0,2,15,uniform,40
0.3159041394335512,1,2,15,uniform,40
0.30501089324618735,2,2,15,uniform,40
0.37254901960784315,0,3,15,uniform,40
0.3159041394335512,1,3,15,uniform,40
0.30501089324618735,2,3,15,uniform,40
0.37037037037037035,0,4,15,uniform,40
0.3159041394335512,1,4,15,uniform,40
0.30501089324618735,2,4,15,uniform,40
0.3616557734204793,0,1,20,uniform,40
0.3093681917211329,1,1,20,uniform,40
0.2984749455337691,2,1,20,uniform,40
0.3572984749455338,0,2,20,uniform,40
0.3115468409586057,1,2,20,uniform,40
0.2962962962962963,2,2,20,uniform,40
0.3572984749455338,0,3,20,uniform,40
0.3115468409586057,1,3,20,uniform,40
0.2962962962962963,2,3,20,uniform,40
0.3572984749455338,0,4,20,uniform,40
0.3115468409586057,1,4,20,uniform,40
0.2962962962962963,2,4,20,uniform,40
0.5904139433551199,0,1,1,uniform,50
0.5054466230936819,1,1,1,uniform,50
0.5490196078431373,2,1,1,uniform,50
0.5882352941176471,0,2,1,uniform,50
0.5076252723311547,1,2,1,uniform,50
0.55119825708061,2,2,1,uniform,50
0.5860566448801743,0,3,1,uniform,50
0.5076252723311547,1,3,1,uniform,50
0.55119825708061,2,3,1,uniform,50
0.5860566448801743,0,4,1,uniform,50
0.5076252723311547,1,4,1,uniform,50
0.55119825708061,2,4,1,uniform,50
0.3769063180827887,0,1,2,uniform,50
0.32461873638344224,1,1,2,uniform,50
0.35294117647058826,2,1,2,uniform,50
0.37254901960784315,0,2,2,uniform,50
0.3289760348583878,1,2,2,uniform,50
0.35294117647058826,2,2,2,uniform,50
0.37037037037037035,0,3,2,uniform,50
0.3311546840958606,1,3,2,uniform,50
0.355119825708061,2,3,2,uniform,50
0.37037037037037035,0,4,2,uniform,50
0.3311546840958606,1,4,2,uniform,50
0.355119825708061,2,4,2,uniform,50
0.420479302832244,0,1,5,uniform,50
0.3355119825708061,1,1,5,uniform,50
0.39651416122004357,2,1,5,uniform,50
0.41612200435729846,0,2,5,uniform,50
0.33986928104575165,1,2,5,uniform,50
0.39869281045751637,2,2,5,uniform,50
0.4139433551198257,0,3,5,uniform,50
0.33986928104575165,1,3,5,uniform,50
0.4008714596949891,2,3,5,uniform,50
0.4139433551198257,0,4,5,uniform,50
0.33986928104575165,1,4,5,uniform,50
0.4008714596949891,2,4,5,uniform,50
0.3681917211328976,0,1,10,uniform,50
0.29193899782135074,1,1,10,uniform,50
0.28322440087145967,2,1,10,uniform,50
0.37037037037037035,0,2,10,uniform,50
0.2962962962962963,1,2,10,uniform,50
0.28322440087145967,2,2,10,uniform,50
0.3681917211328976,0,3,10,uniform,50
0.29411764705882354,1,3,10,uniform,50
0.28322440087145967,2,3,10,uniform,50
0.3681917211328976,0,4,10,uniform,50
0.29411764705882354,1,4,10,uniform,50
0.28322440087145967,2,4,10,uniform,50
0.3747276688453159,0,1,15,uniform,50
0.3137254901960784,1,1,15,uniform,50
0.30501089324618735,2,1,15,uniform,50
0.37254901960784315,0,2,15,uniform,50
0.3159041394335512,1,2,15,uniform,50
0.30501089324618735,2,2,15,uniform,50
0.37254901960784315,0,3,15,uniform,50
0.3159041394335512,1,3,15,uniform,50
0.30501089324618735,2,3,15,uniform,50
0.37037037037037035,0,4,15,uniform,50
0.3159041394335512,1,4,15,uniform,50
0.30501089324618735,2,4,15,uniform,50
0.3616557734204793,0,1,20,uniform,50
0.3093681917211329,1,1,20,uniform,50
0.2984749455337691,2,1,20,uniform,50
0.3572984749455338,0,2,20,uniform,50
0.3115468409586057,1,2,20,uniform,50
0.2962962962962963,2,2,20,uniform,50
0.3572984749455338,0,3,20,uniform,50
0.3115468409586057,1,3,20,uniform,50
0.2962962962962963,2,3,20,uniform,50
0.3572984749455338,0,4,20,uniform,50
0.3115468409586057,1,4,20,uniform,50
0.2962962962962963,2,4,20,uniform,50
0.5816993464052288,0,1,1,uniform,80
0.5032679738562091,1,1,1,uniform,80
0.5468409586056645,2,1,1,uniform,80
0.579520697167756,0,2,1,uniform,80
0.5054466230936819,1,2,1,uniform,80
0.5490196078431373,2,2,1,uniform,80
0.5773420479302832,0,3,1,uniform,80
0.5054466230936819,1,3,1,uniform,80
0.5490196078431373,2,3,1,uniform,80
0.5773420479302832,0,4,1,uniform,80
0.5054466230936819,1,4,1,uniform,80
0.5490196078431373,2,4,1,uniform,80
0.3660130718954248,0,1,2,uniform,80
0.3202614379084967,1,1,2,uniform,80
0.3464052287581699,2,1,2,uniform,80
0.3638344226579521,0,2,2,uniform,80
0.32461873638344224,1,2,2,uniform,80
0.3464052287581699,2,2,2,uniform,80
0.3616557734204793,0,3,2,uniform,80
0.32679738562091504,1,3,2,uniform,80
0.3485838779956427,2,3,2,uniform,80
0.3616557734204793,0,4,2,uniform,80
0.32679738562091504,1,4,2,uniform,80
0.3485838779956427,2,4,2,uniform,80
0.41612200435729846,0,1,5,uniform,80
0.3333333333333333,1,1,5,uniform,80
0.39215686274509803,2,1,5,uniform,80
0.4117647058823529,0,2,5,uniform,80
0.33769063180827885,1,2,5,uniform,80
0.39433551198257083,2,2,5,uniform,80
0.4095860566448802,0,3,5,uniform,80
0.33769063180827885,1,3,5,uniform,80
0.39651416122004357,2,3,5,uniform,80
0.4095860566448802,0,4,5,uniform,80
0.33769063180827885,1,4,5,uniform,80
0.39651416122004357,2,4,5,uniform,80
0.3769063180827887,0,1,10,uniform,80
0.29411764705882354,1,1,10,uniform,80
0.28322440087145967,2,1,10,uniform,80
0.3790849673202614,0,2,10,uniform,80
0.3006535947712418,1,2,10,uniform,80
0.28322440087145967,2,2,10,uniform,80
0.3769063180827887,0,3,10,uniform,80
0.2984749455337691,1,3,10,uniform,80
0.28322440087145967,2,3,10,uniform,80
0.3769063180827887,0,4,10,uniform,80
0.2984749455337691,1,4,10,uniform,80
0.28322440087145967,2,4,10,uniform,80
0.3769063180827887,0,1,15,uniform,80
0.3137254901960784,1,1,15,uniform,80
0.3028322440087146,2,1,15,uniform,80
0.37254901960784315,0,2,15,uniform,80
0.3159041394335512,1,2,15,uniform,80
0.3028322440087146,2,2,15,uniform,80
0.37254901960784315,0,3,15,uniform,80
0.3159041394335512,1,3,15,uniform,80
0.3028322440087146,2,3,15,uniform,80
0.37037037037037035,0,4,15,uniform,80
0.3159041394335512,1,4,15,uniform,80
0.3028322440087146,2,4,15,uniform,80
0.35947712418300654,0,1,20,uniform,80
0.30501089324618735,1,1,20,uniform,80
0.2984749455337691,2,1,20,uniform,80
0.355119825708061,0,2,20,uniform,80
0.3093681917211329,1,2,20,uniform,80
0.29411764705882354,2,2,20,uniform,80
0.355119825708061,0,3,20,uniform,80
0.3093681917211329,1,3,20,uniform,80
0.29411764705882354,2,3,20,uniform,80
0.355119825708061,0,4,20,uniform,80
0.3093681917211329,1,4,20,uniform,80
0.29411764705882354,2,4,20,uniform,80
0.6143790849673203,0,1,1,distance,10
0.5206971677559913,1,1,1,distance,10
0.5533769063180828,2,1,1,distance,10
0.6122004357298475,0,2,1,distance,10
0.5228758169934641,1,2,1,distance,10
0.5555555555555556,2,2,1,distance,10
0.6100217864923747,0,3,1,distance,10
0.5228758169934641,1,3,1,distance,10
0.5555555555555556,2,3,1,distance,10
0.6100217864923747,0,4,1,distance,10
0.5228758169934641,1,4,1,distance,10
0.5555555555555556,2,4,1,distance,10
0.49673202614379086,0,1,2,distance,10
0.4466230936819172,1,1,2,distance,10
0.47058823529411764,2,1,2,distance,10
0.49673202614379086,0,2,2,distance,10
0.44880174291938996,1,2,2,distance,10
0.47276688453159044,2,2,2,distance,10
0.49455337690631807,0,3,2,distance,10
0.44880174291938996,1,3,2,distance,10
0.47276688453159044,2,3,2,distance,10
0.49455337690631807,0,4,2,distance,10
0.44880174291938996,1,4,2,distance,10
0.47276688453159044,2,4,2,distance,10
0.4335511982570806,0,1,5,distance,10
0.3638344226579521,1,1,5,distance,10
0.40522875816993464,2,1,5,distance,10
0.42919389978213507,0,2,5,distance,10
0.3638344226579521,1,2,5,distance,10
0.4074074074074074,2,2,5,distance,10
0.4226579520697168,0,3,5,distance,10
0.3660130718954248,1,3,5,distance,10
0.4095860566448802,2,3,5,distance,10
0.4226579520697168,0,4,5,distance,10
0.3660130718954248,1,4,5,distance,10
0.4095860566448802,2,4,5,distance,10
0.4095860566448802,0,1,10,distance,10
0.3464052287581699,1,1,10,distance,10
0.33769063180827885,2,1,10,distance,10
0.4139433551198257,0,2,10,distance,10
0.33986928104575165,1,2,10,distance,10
0.3202614379084967,2,2,10,distance,10
0.4117647058823529,0,3,10,distance,10
0.33986928104575165,1,3,10,distance,10
0.3224400871459695,2,3,10,distance,10
0.4117647058823529,0,4,10,distance,10
0.33769063180827885,1,4,10,distance,10
0.3224400871459695,2,4,10,distance,10
0.39869281045751637,0,1,15,distance,10
0.3420479302832244,1,1,15,distance,10
0.33769063180827885,2,1,15,distance,10
0.3877995642701525,0,2,15,distance,10
0.3355119825708061,1,2,15,distance,10
0.3159041394335512,2,2,15,distance,10
0.38344226579520696,0,3,15,distance,10
0.3311546840958606,1,3,15,distance,10
0.31808278867102396,2,3,15,distance,10
0.3790849673202614,0,4,15,distance,10
0.3311546840958606,1,4,15,distance,10
0.3159041394335512,2,4,15,distance,10
0.3769063180827887,0,1,20,distance,10
0.3442265795206972,1,1,20,distance,10
0.3289760348583878,2,1,20,distance,10
0.37254901960784315,0,2,20,distance,10
0.3485838779956427,1,2,20,distance,10
0.3202614379084967,2,2,20,distance,10
0.37254901960784315,0,3,20,distance,10
0.3485838779956427,1,3,20,distance,10
0.3202614379084967,2,3,20,distance,10
0.37254901960784315,0,4,20,distance,10
0.3485838779956427,1,4,20,distance,10
0.3202614379084967,2,4,20,distance,10
0.599128540305011,0,1,1,distance,15
0.514161220043573,1,1,1,distance,15
0.5599128540305011,2,1,1,distance,15
0.5969498910675382,0,2,1,distance,15
0.5163398692810458,1,2,1,distance,15
0.5620915032679739,2,2,1,distance,15
0.5947712418300654,0,3,1,distance,15
0.5163398692810458,1,3,1,distance,15
0.5620915032679739,2,3,1,distance,15
0.5947712418300654,0,4,1,distance,15
0.5163398692810458,1,4,1,distance,15
0.5620915032679739,2,4,1,distance,15
0.49673202614379086,0,1,2,distance,15
0.4444444444444444,1,1,2,distance,15
0.4684095860566449,2,1,2,distance,15
0.49673202614379086,0,2,2,distance,15
0.4466230936819172,1,2,2,distance,15
0.47058823529411764,2,2,2,distance,15
0.49455337690631807,0,3,2,distance,15
0.4466230936819172,1,3,2,distance,15
0.47058823529411764,2,3,2,distance,15
0.49455337690631807,0,4,2,distance,15
0.4466230936819172,1,4,2,distance,15
0.47058823529411764,2,4,2,distance,15
0.42919389978213507,0,1,5,distance,15
0.3616557734204793,1,1,5,distance,15
0.40305010893246185,2,1,5,distance,15
0.42483660130718953,0,2,5,distance,15
0.3572984749455338,1,2,5,distance,15
0.40522875816993464,2,2,5,distance,15
0.41830065359477125,0,3,5,distance,15
0.35947712418300654,1,3,5,distance,15
0.4074074074074074,2,3,5,distance,15
0.41830065359477125,0,4,5,distance,15
0.35947712418300654,1,4,5,distance,15
0.4074074074074074,2,4,5,distance,15
0.4139433551198257,0,1,10,distance,15
0.3464052287581699,1,1,10,distance,15
0.33986928104575165,2,1,10,distance,15
0.4095860566448802,0,2,10,distance,15
0.3420479302832244,1,2,10,distance,15
0.32461873638344224,2,2,10,distance,15
0.4074074074074074,0,3,10,distance,15
0.3420479302832244,1,3,10,distance,15
0.3289760348583878,2,3,10,distance,15
0.4074074074074074,0,4,10,distance,15
0.33986928104575165,1,4,10,distance,15
0.32679738562091504,2,4,10,distance,15
0.39651416122004357,0,1,15,distance,15
0.3420479302832244,1,1,15,distance,15
0.3333333333333333,2,1,15,distance,15
0.3877995642701525,0,2,15,distance,15
0.3355119825708061,1,2,15,distance,15
0.31808278867102396,2,2,15,distance,15
0.3812636165577342,0,3,15,distance,15
0.3311546840958606,1,3,15,distance,15
0.3202614379084967,2,3,15,distance,15
0.3790849673202614,0,4,15,distance,15
0.3311546840958606,1,4,15,distance,15
0.31808278867102396,2,4,15,distance,15
0.3790849673202614,0,1,20,distance,15
0.3464052287581699,1,1,20,distance,15
0.32679738562091504,2,1,20,distance,15
0.37254901960784315,0,2,20,distance,15
0.3485838779956427,1,2,20,distance,15
0.31808278867102396,2,2,20,distance,15
0.37254901960784315,0,3,20,distance,15
0.3485838779956427,1,3,20,distance,15
0.3202614379084967,2,3,20,distance,15
0.37254901960784315,0,4,20,distance,15
0.3485838779956427,1,4,20,distance,15
0.3202614379084967,2,4,20,distance,15
0.599128540305011,0,1,1,distance,20
0.514161220043573,1,1,1,distance,20
0.5599128540305011,2,1,1,distance,20
0.5969498910675382,0,2,1,distance,20
0.5163398692810458,1,2,1,distance,20
0.5620915032679739,2,2,1,distance,20
0.5947712418300654,0,3,1,distance,20
0.5163398692810458,1,3,1,distance,20
0.5620915032679739,2,3,1,distance,20
0.5947712418300654,0,4,1,distance,20
0.5163398692810458,1,4,1,distance,20
0.5620915032679739,2,4,1,distance,20
0.49673202614379086,0,1,2,distance,20
0.4444444444444444,1,1,2,distance,20
0.4684095860566449,2,1,2,distance,20
0.49673202614379086,0,2,2,distance,20
0.4466230936819172,1,2,2,distance,20
0.47058823529411764,2,2,2,distance,20
0.49455337690631807,0,3,2,distance,20
0.4466230936819172,1,3,2,distance,20
0.47058823529411764,2,3,2,distance,20
0.49455337690631807,0,4,2,distance,20
0.4466230936819172,1,4,2,distance,20
0.47058823529411764,2,4,2,distance,20
0.42919389978213507,0,1,5,distance,20
